SITE_GUBUN,PART_GROUP_ID,PART_SUB_ID,PART_ID,KEYWORD_GUBUN,KEYWORD_POSITIVE,RLT_VALUE_01,RLT_VALUE_02,RLT_VALUE_03,RLT_VALUE_04,RLT_VALUE_05,RLT_VALUE_06,RLT_VALUE_07,RLT_VALUE_08,RLT_VALUE_09,RLT_VALUE_10
N,P04,S43,82246410475,0,P,섞어서,효과,좋습니다,재구매,있어요,13.66,12.15,11.14,10.61,9.29
N,P04,S43,82246410475,1,P,율무팩은 처음해보는데 좋은거같아요,아직 은  몇번 안해봐서 모르겠는데  촉촉 합니다,송빠르고 좋습니다,전에 쓰다가 다시 부지런히 관리하려고 구매했어요,엄청 만족해요,,,,,
N,P04,S43,82246410475,0,N,피부가,섞어서,가루,촉촉,율피,11.75,4.86,3.84,3.83,3.44
N,P04,S43,82246410475,1,N,삼사일에 걸쳐 여러개 섞어서 팩 해주고 있습니다,아이피부에 오트밀 촉촉해서 잘 맞을 것 같아서 주문해서 손 마사지 해줬는데 하고나서 따끔거린다고 안하려고하네요,트러블 가라앉히는 용으로 구매했는데 다음날 트러블이 더 났어요,곡물가루12개에 용기랑 팩붓 구매했는데 사은품으로 요청한 스파출라만 오고 본품 2개는 안보내주셨네요,근데 아쉬운게 사용설명서 팁이 좀 있었으면 더 좋았을텐데  사용할때마다 검색을 해용,,,,,
N,P05,S05,28679601556,0,P,가을,컬러,색상,그레이,에스쁘아,17.65,14.92,13.08,12.96,12.11
N,P05,S05,28679601556,1,P,선물 해줬는데 저도 선물 받은 사람도 너무 만족해서 기분이 참 좋아요,이런 딥한 보라색 바르고 싶었는데 너무 마음에 들어요아껴 발라야겠어요,광고에서 본 색이랑 똑같아요,제가 젤좋아하는 발색이예요,제 입술색이랑 잘 맞아서 너무 좋습니다,,,,,
N,P05,S05,28679601556,0,N,색이,생각보다,컬러,색상,발림성도,3.86,2.56,2.34,2.18,2.03
N,P05,S05,28679601556,1,N,에스쁘아 립스틱 이번에 색상 너무 이쁜듯요  플럼 품절이라 못샀는데 사려구요,발색이 너무 마음에 들어요,그렇다고 각질부각되는 느낌도 아니고 무엇보다 색이 넘넘 맘에듭니다요즘 말린장미색상에 빠져서 찾고 있는도중에 뭘 사용해야할지 몰랐는데 드디어 찾았네요,컬러 잘나와요 마른입술은 각질이 아무래도 부각되요,여기가 제일 저렴해서 구매했어요색은 채도 높아요,,,,,
N,P11,S37,6168162950,0,P,가성비,지워,저렴하게,좋습니다,자극,5.81,5.78,5.06,4.53,4.11
N,P11,S37,6168162950,1,P,깔끔하게 잘 지워져요,가격도 저렴하고 잘 지워져요,립앤아이리무버 용량도좋고 자극없이 잘 지워집니다,완전잘지워져요,덕분에 너무 잘쓰고 있어요배송비가 있어서 아쉽지만 제일 저렴하게 잘 산 것 같아요,,,,,
N,P11,S37,6168162950,0,N,순하고,눈에,저렴,지워,리무버,4.92,2.88,2.08,1.98,1.92
N,P11,S37,6168162950,1,N,화장 잘 지워져요,가벼운듯하면서 꽤나 잘 지워지고 가격도 정말 착해요,몇년째 이것만 쓰네요,싼가격에 잘샀어요,호기심에 다른 제품을 쓰다가도 여지없이 다시 찾게되는 마성의 클렌징 입니다오일은 눈이 따가워서 못쓰고 어떤건 피부가 따갑고딱히 예민한 피부는 아닌데 유독 눈가는 까탈스런 제게 꼭 필요한 클렌징 이에요,,,,,
N,P09,S17,14266774954,0,P,좋습니다,편하고,끈적,바르기,만족,5.93,5.71,5.35,4.87,3.77
N,P09,S17,14266774954,1,P,바닥에 남은부분이 아깝긴한데사용하기 편하고백탁현상도 없고 부드럽게 발라져서추천합니다,골프 라운딩 할때도  외출시 핸드백에 넣어서   거울없이 쓱쓱 바르면 끝끈적임 없이 넘 좋아요,큰건 뚝 끊어지는 일이 있어서 작은 용량이 더 좋은것 같아요,좋아요,요즘같이 햇빛 쨍한 날씨에 사용하기 간편해서 좋네요,,,,,
N,P09,S17,14266774954,0,N,발림성,끈적이지,번들거,백탁,만족,2.06,1.23,1.05,0.98,0.84
N,P09,S17,14266774954,1,N,더블쉴드와 프레쉬 둘다 사용해봤는데 프레쉬가 더 부드럽게 잘 발립니다,좋아서 또시켰어요,손 쉽게 바르기 좋아요,표시된 상품과 다른 상품을 보내놓고 판매자 문의에 답도 안해주는 무성의에 짜증납니다,신랑이랑 하나씩 나눠쓰고 다쓰면 이라인으로 재구매할거예요,,,,,
N,P07,S01,13222066705,0,P,만족합니다,한스킨,감사합니다,커버력,비비,4.85,4.24,3.81,3.76,2.75
N,P07,S01,13222066705,1,P,커버력도 좋고 만족하며 쓰고 있어요,오래 팔아주시길,괜찮아요,발림성도 좋고 촉촉하고 너무 좋네요,밀착도 굳,,,,,
N,P07,S01,13222066705,0,N,아쉽,커버력,비비,,,1.24,1.13,0.59,,
N,P07,S01,13222066705,1,N,처음,리뉴얼된 상품이라 고민햇는데 좋네요,몇통째 쓰는지도 모르겠네요거의 10년 가까이 쓰고 있는듯 다른거로 갈아타볼까하고 돌고 돌아도 결국 수퍼쓰리솔루션이네요,가볍게 잘 발려요,매번 쓰는거 다 떨어져서 또 주문했어요,,,,,
N,P07,S01,9349853480,0,P,만족,배송도,좋습니다,커버,비비,4.03,3.28,2.61,2.51,2.42
N,P07,S01,9349853480,1,P,판매자님께서 샘플이랑 사탕과 과자도 보내주시고 기분이 좋았어요다 사용하면 또 주문할게요 감사합니다,피부과 다닐때부터 사용하던 제품이라서 항상 믿고 사용합니다,만족합니다,항상 쓰는 제품이에요,가볍고 커버력도 나쁘지 않아요,,,,,
N,P07,S01,9349853480,0,N,커버력,좋아,,,,1.92,1.19,,,
N,P07,S01,9349853480,1,N,색상 빼곤 다 맘에들어요,순하고 발림성과 지속성이 좋아요,인생비비라더니 파우더 안발라도 커버력 좋아요,커버력도 보통,모이스처라인보다 커버력 있으나 건조하면 결이 남을 수 있어요,,,,,
N,P07,S45,22919804426,0,P,자연스럽게,광이,들어요,만족,물광,4.56,4.12,3.84,3.59,3.54
N,P07,S45,22919804426,1,P,너무 너무 좋아요,아 이게 연예인들 물광이구나 느꼈어요,이뻐요 다른 하이라이트 사용하다가 이거 좋다그래서 가격 감안하고 샀는데 자연스럽게 광나고 고급스럽게 광남미다  존예에요,딱 제가원하던스탈이건근데 피부좋은사람들이하면 진짜 투명해보일듯요잘쓸게요,거의 표나지않을 정도로 은은해서 좋아요,,,,,
N,P07,S45,22919804426,0,N,바르면,샤넬,가격이,자연스럽게,물광,4.03,2.1,2.01,1.88,1.56
N,P07,S45,22919804426,1,N,포장 안된다는 문구도 없고 요청드린 것에 안된다는 답변도 없이 이렇게 오는게 맞는 건가요 함께 구입한 핸드크림은 출고지시 이후 변화가 없네요,너무 신기해요,대박 이거 맨얼굴에 발라도 얼굴이 사네요,좋아요,좋다고해서 펄없는타입으로 쌩얼에 사용해본결과 저는좀 끈적이고 머리카락이나 먼지가달라붙어자주사용안하게되네요화장할때는 많이밀리고 화장떠서 아쉽네요완젼겨울에피부가 건조할때 광표현하기는이쁠듯해요,,,,,
N,P10,S44,20812598411,0,P,오일,호호바,촉촉,건조,섞어,8.62,6.09,4.45,3.74,3.34
N,P10,S44,20812598411,1,P,추천받아 써볼려고해요,촉촉하고 좋아요,애용하는 오일입니다강추입니다,날이 추워서 얼어서 도착했는데 상온에 놔두니 금방 녹더라구요오일이라 걱정했는데 겉돌지 않고 촉촉해요,전 전신얼굴헤어까지 바르고있어요,,,,,
N,P10,S44,20812598411,0,N,오일,피부가,얼어서,겨울에는,크림에,3.94,2.79,2.12,1.87,1.66
N,P10,S44,20812598411,1,N,너무 촉촉해요,근데 일리윤 오일스무딩 로션 쓰고있어서 이거 필요없어졌어요,흡수력도 좋고 로션하고 섞어바르니 너무 촉촉하고 좋아요,아직써보진 않았는데 얼어서 왔는데얼었다,주문인데 촉촉하네요세일할때 많이 쟁여둘걸 그랬어여,,,,,
N,P07,S01,82014032113,0,P,좋습니다,만족,비비,커버력,저렴,2.96,2.65,2.65,2.49,2.23
N,P07,S01,82014032113,1,P,엄마가쓰는거라 주문해드렸어요사용기한도 넉넉하네요,아주최고맘에드네요,좋아요,저렴하고 좋습니다,늘쓰던거라 또주문했어요,,,,,
N,P07,S01,82014032113,0,N,비비,미샤,가격,,,1.6,1.0,0.93,,
N,P07,S01,82014032113,1,N,몇년째 사용하는 것이라 만족합니다,몇년동안 이것만 써요,잘못주문했어요,유통기한도 23년까지라서 넉넉하게 사용할꺼 같아요,엄마의 최애 템이네요,,,,,
N,P07,S01,81054393345,0,P,좋습니다,만족합니다,감사합니다,촉촉하고,자연스럽게,2.23,2.18,1.93,1.53,1.46
N,P07,S01,81054393345,1,P,빠른배송감사합니다,점점 자연스럽게 표현되며  썬 기능이 있어 더 만족스러워요,너무너무 좋구요,밀착력 넘좋아요,지인추천으로 쓰게 되었는데 벌써 두개째쓰게 되었네요,,,,,
N,P07,S01,81054393345,0,N,좋아,,,,,1.71,,,,
N,P07,S01,81054393345,1,N,아주 오래 기다려받은 제품좋아요,아주 좋아요,특히 판매자분께서 연락이 닿질않고 문의글 답변 또한 해주시지 않아제품 발송해준 롯데온 담당자분과 어렵게 연락닿아 해결했네요,너무 좋아서 몇년째 쓰네요,자연스럽게 발려서 괜찮아요,,,,,
N,P07,S01,15005079779,0,P,만족합니다,잘받았어요,발림성,커버력,좋습니다,3.85,2.24,1.8,1.72,1.66
N,P07,S01,15005079779,1,P,기온차가 심해서 그런지테스트는 해보고 산건데 생각보다 지속력이 길지 않은 느낌이네요,만족하며 사용중입니다,항상 쓰던거입니다,배화점에서 와서 좋네요,쿠션 대신 사용해도 무난해요쿠션 퍼프에 묻혀서 사용하니 골고루 잘 발라집니다,,,,,
N,P07,S01,15005079779,0,N,물이,커버,좋아,,,1.79,1.44,0.92,,
N,P07,S01,15005079779,1,N,배송이 빨랐어요,사람들 평이 너무 좋아서 사봤는데 블랙 샀는데 처음에 짜는데 물이 쭉 나왓어요,커버력지속력은 많이 아쉽네요,리뉴얼 왜햇아요,전에 사용하던 블랙라벨 껍데기 디자인만 바뀐지 알고 구매했는데 버렸도 안좋고 완젼 다른 제품이네요,,,,,
N,P07,S01,14256566885,0,P,커버,좋습니다,발림성,만족,한율,2.92,2.56,2.4,2.29,2.19
N,P07,S01,14256566885,1,P,에어쿠션 쓰다가 질리기도 하고  나이가 들어가니 뭔가 더 세심한 피부화장이 필요한거같아이것저것 알아보다 샀는데 만족입니다,배송빠르고 원하던제품정확하게왔습니다,커버력이 좋아요,가격도 저렴하고 효과도 좋아서 정말 만족합니다,계속쓰는제품입니다,,,,,
N,P07,S01,14256566885,0,N,지속력은,편인데,않아요,하지,화장을,1.57,1.5,1.18,1.16,1.16
N,P07,S01,14256566885,1,N,매장보다 훨씬 저렴하고 배송도 빠른데 사진에 있는 구성을 모두 서비스로 주셨네요,상품은 좋은데 21호인데 넘 어둡다는 생각이 들어 아쉬임요,진짜 비비 치고는 오옷 부드럽게 하지만 지속력은 저는 쫌 유분이 있는 편인데 지속력은 비추에요,쫌더 연하길 원했는데  쫌 아쉽네요,맨평소에 화장을 하지 않은데 친구딸 결혼식이 있어서 맨얼굴로 가기가 신경 쓰여서 샀는데 별로네요,,,,,
N,P07,S01,12916344408,0,P,만족합니다,커버,촉촉하고,감사합니다,밀착력,4.97,4.38,4.15,4.12,3.14
N,P07,S01,12916344408,1,P,좋아요,저아요,피부에 밀착되는거 같아 너무 좋아요,이것만 2년째 쓰고 있습니다,잘 받았습니다,,,,,
N,P07,S01,12916344408,0,N,없어요,촉촉,만족해요,양이,리필,2.08,1.71,1.12,1.07,1.0
N,P07,S01,12916344408,1,N,촉촉해요,촉촉한건 모르겠어요,겨울철에는 촉촉한 미스트 쓰기좋아요,다시 구매하고싶어요,그냥 제 피부가 노답인 걸로 피부가 자연스럽게 화사해지긴 해요,,,,,
N,P12,S03,29297530621,0,P,향이,향도,머릿결이,향은,분사력도,14.26,7.91,4.16,3.52,3.43
N,P12,S03,29297530621,1,P,사무실에 히터를 계속 틀다보니 얼굴은 물론이고 머리카락까지 건조해지는게 느껴지더라구요,이향 완전 미쳤어요,병도 너무 고급지고 예뻐요저를 위한 힐링템으로 주문했는데 받자마자 행복해염 세럼 샘플도 써보고 주문하려고요감사합니다,달바 샘플에 들어있는 향너무좋아서 구매했는데 역시 너무좋아요,향이 오래 지속되는지는 잘 모르겠는데 향은 좋아요,,,,,
N,P12,S03,29297530621,0,N,향은,향이,좋은데,향도,냄새,5.23,5.11,3.32,1.69,1.27
N,P12,S03,29297530621,1,N,향은 좋아요,향은 장미향이 많이나요,냄새가 빨리 빠진다고 하는데 아침에 두세번 뿌리고 지금 1시반인데 냄새 나요,생각보다 향은그렇게 좋진 않아요,아니 헤어퍼퓸인데 무슨 향이 하나도 안나요,,,,,
N,P05,S04,82430972756,0,P,색상,색이,색도,감사합니다,저렴하게,3.46,3.46,3.23,3.0,2.61
N,P05,S04,82430972756,1,P,향도 좋고 색도 예뻐요 지속력이 좀 더 길었음,글로스라 지속력은 엄청 짧지만 쫀득하고 화해서 탱글하게 만들어줘요,좋아요,그래서 입술에 얹었을때 뭔가 차분함보다는 상큼한 느낌기존에 쓰던 것은 차분하고 뭔가 분위기 있어서 늘 사용하던건데 말이죠,대신 찐득해잉 색감 이뻐서 자주 쓰는데 머 먹고 나면 없움  다시 야무지게 발라야쥬 머,,,,,
N,P05,S04,82430972756,0,N,만족합니다,색이,생각보다,예뻐요,발색,3.22,1.98,1.84,1.77,1.64
N,P05,S04,82430972756,1,N,다른색도사고싶어요,너무너무 마음에 들어요발색 약할까봐 걱정했는데 괜한 걱정이었어요,만족합니다 만족합니다만족합니다 만족합니다 만족합니다 만족합니다,색깔도 자연스럽고 바르면 입술이 통통해보여서 좋아요,오프라인에서 테스트해보고 사서 넘 만족스럽네요,,,,,
N,P10,S23,25185597522,0,P,커서,촉촉,크고,좋습니다,재구매,17.29,13.12,9.28,8.2,8.05
N,P10,S23,25185597522,1,P,만족합니다,다른 패드에 비해 크기가 엄청 크고패드가 토너를 많이 머금고 있어서 계속 발라도 촉촉하네요,딱 그 느낌 패드가 크고 도톰해서 좋긴 해요,눈 따가움도 전혀 없었고 패드도 되게 커서 얼굴 전체를 닦아내고 쓰기 너무 좋았어요,더운 여름철에 냉장고에 넣어 놓고 사용하기 좋아요,,,,,
N,P10,S23,25185597522,0,N,순하고,트러블,촉촉,니들리,자극,6.59,4.76,3.98,3.52,2.99
N,P10,S23,25185597522,1,N,패드 제품은 원래 자극이 좀 가서 안 쓰고 있었는데 유튜브 보고 구매해봤더니 진짜 개인적으로 하나도 안 따갑고 좋았어요,세안하고 항상 이토너패드로 피부결정리하며 수분공급해요,벌써 다 써가요 슬퍼요 흑흑 니들 정말 좋아요,한통 써보고 괜찮아서 이곳에서 3통 구매했습니다 가격이 많이 저렴해서 정품일까 하고 그냥 사봤는데 한번 써봤는데 맞는 것 같아요,이전에 계속 쓰던 거라서 다시 샀습니다,,,,,
N,P04,S43,25185597522,0,P,커서,촉촉하고,배송도,만족,순하고,4.4,4.05,2.67,2.0,1.97
N,P04,S43,25185597522,1,P,유튜브 통해서 알게되어서 구매했는데 친구랑 한통씩 구매해서 둘 다 만족 중이예요,피부에 트러블이 안나긴했는데 없어지지도 않아서 그럭저럭 만족하게 썼어요,촉촉해요,좋다해서 샀는데 한 번 써보고는 잘 모르겠네요트러블이 나아졌음,지금까지 사용해본 토너 중 가장좋았어요촉촉하고 트러블도 금방 없어지고 모공도 좁아졌어요,,,,,
N,P04,S43,25185597522,0,N,좋다,재구매,집게가,자극도,닦고,1.88,1.78,1.63,1.56,1.37
N,P04,S43,25185597522,1,N,아직 쓴지 이틀밖에 안되서 잘 모르겠지만 피부결이 정돈되는 느낌이긴해요,유튜브에서 니들리 패드 추천하길래 음오키 하고 그냥 넘어갔었는데 과거의 나에게 당장 사라고 말하고 싶을 정도다 패드가 60매라길래 양이 적다고 생각했는데 생각보다 양이 많다,다른 패드는 집게가 없어서 한번 집을때 여러장 잡혀서 불편했는데 집게가 같이 있어서 편해요,아니 진짜 뻥안치고 피부 걍 보드로워졌어요,1년이상째 쓰는중이예요,,,,,
N,P07,S01,80662250879,0,P,좋습니다,만족,슈라멕,잘쓰겠습니다,커버,3.29,3.28,2.84,2.82,2.42
N,P07,S01,80662250879,1,P,제가 트러블이 많아서 드라마틱한커버는 아닌데 그래도 서서히 줄어드는게 보여서 좋습니댜,클랙식  라이트 잘 쓰고 있습니다,진짜 조아요,좀 좋다 리얼이다,피부가 편안하고 좋아요,,,,,
N,P07,S01,80662250879,0,N,커버력은,바르고,없어요,어두,트러블,2.02,1.65,1.43,1.27,1.24
N,P07,S01,80662250879,1,N,순하다고 해서 사봅니다,말해뭐해요,가장 밝은호수 주문했는데도 어두운 경향이 있어요,많이 어두워요,밝은컬러도 써봤는데 역시 클래식이 짱 화장한듯안한듯 자연스럽게 딱이에요,,,,,
N,P07,S01,22780321803,0,P,감사합니다,만족합니다,촉촉하,커버력,발림,1.45,1.35,0.77,0.7,0.32
N,P07,S01,22780321803,1,P,빠른배송 감사합니다,감사합니다,톤업 효과좋구 지속력두 오래가요그 위에 에어쿠션 덧바르고 있어요,아주 좋아요,쿠션 바르기전에 베아스 삼아 얇게 바르는데 만족합니다,,,,,
N,P07,S01,22780321803,1,N,아직 사용전이라 샘플이 하나도 없는게 좀 섭섭하네요,가족이 쓰던거라 미리 써봐서 괜찮길래 주문해요유통기한도 길어요잘쓸께요,좋아요 또 이용할듯 해요,생각보다 파데 비비같은 느낌이네요조금 두껍게 발리는 느낌이예요,,,,,,
N,P07,S01,29192620623,0,P,좋아,,,,,1.37,,,,
N,P07,S01,29192620623,1,P,샵에서 관리받을때 발랐던건데 너무 좋은 느낌이였어요,사용감이 좋아요,,,,,,,,
N,P07,S01,29192620623,1,N,올가휴 피부샵을 다니고 나서 올가휴 제품에 관심이 생겼고 자극이 없어 좋아하구요  CC 크림은  발림성이 좋고 밝고 화사한  느낌이  들어서 좋아해요다른 제품도 써 볼 생각입니다,엄마는 요것만 쓰시네요다쓰면 또 주문하러 옵니다,만족은 하는데 저한테는 당김이 심하네요다른 제품은 번들거림이 심한거에 비해 이제품은 그런것은 없어요발림성이 좋아 지속력도 오래 갈것 같은데 제 피부가 변한건지 화장이 다 스며들어 없어지네요어디까지나 제 피부상태를 말한겁니다마니 파시구 번창하세요,친정엄마가 요것만 쓰셔서 또 주문해요,튜브가   쓰다보면 쪼그라  드는거 말곤 좋아요,,,,,
N,P09,S18,14472194968,0,P,감사합니다,가격,저렴,좋습니다,만족합니다,4.33,3.12,2.57,2.34,2.14
N,P09,S18,14472194968,1,P,싸게 잘샀어요,싼가격에 4개나 구매할수있어서 좋아요감사합니다,너무 분사가  확 퍼져서 실내에서 뿌리긴 애매하고  이게 바른건지 아닌지 잘 모르겠어요,가격 비교해보고 제일 싼곳에서 구입했어요향이 너무 아쉽지만 여름내내 열심히 써보려구요,저렴한 가격에 잘 구매했습니다,,,,,
N,P09,S18,14472194968,0,N,뿌리,유통기한이,분사,모르겠,가스,2.16,1.7,1.54,1.5,1.12
N,P09,S18,14472194968,1,N,뿌리다 냄새에 숨도 못쉬겠고 방안이 안개속이 되어 2개 구매했는데 쓰지도 못하고 있습니다,손등에 덜어발라야한다면 썬크림을 사는게 낫고 그냥 들고다니면서 뿌려요,분사력이 안좋아요,깔끔하게 분사하고 두드리고 끝나서 좋았어요,앞에  쓰던  스프레이형도  뿌릴때  가스냄새가  너무나서  싫었는데  이번것두  똑같네요,,,,,
N,P07,S33,14573265244,0,P,커버,만족,한스킨,좋습니다,저렴하게,14.63,4.21,3.99,3.57,3.31
N,P07,S33,14573265244,1,P,감사합니다,좋아요,좋은 가격에 잘샀어요,컨실러 하나만 딱 오는줄 알았는데 미니키트랑 퍼프도 같이왔네요,평이 좋아서 구매했어요,,,,,
N,P07,S33,14573265244,0,N,커버,좋은데,한스킨,있어요,밝은,4.21,2.28,1.99,1.47,1.39
N,P07,S33,14573265244,1,N,사은품이 미쳤네요,약간 묽은 컨실러인데 위에 저는 스틱 컨실러 한번더 해주면 완벽하게 커버 되여,한번써봤는데 원채 찌그러져와서 잘되는지 모르겠어요,잘써볼께요,컨실러라 그런지 광장히 건조해요,,,,,
N,P09,S22,21436527732,0,P,좋습니다,저렴하게,발림성,촉촉하고,만족,6.31,5.45,5.0,4.37,4.24
N,P09,S22,21436527732,1,P,완전만족합니다,쓰던거라 또 구입했어요,앞으로 이거만 쓸거같아요,가격도 만족합니다,가격대가 있지만 피부노화 방지를 위해 사용합니다,,,,,
N,P09,S22,21436527732,0,N,싶을,촉촉하고,썬크림은,적당히,이제품,2.86,2.16,1.63,1.55,1.33
N,P09,S22,21436527732,1,N,믿고 쓰는 헤라 선크림,아이들도  발라줬는데  눈따가움은  별로없네요,피부가 예민해서 썬크림은 늘상 쓰던거만 쓰는데 그래도 피부가 답답해서 이걸로 바꿔봤어요,마음에 듭니다,개좋습니다,,,,,
N,P05,S04,22906796429,0,P,괜찮아요,감사합니다,배송도,색이,색상,6.25,3.45,3.41,2.51,2.23
N,P05,S04,22906796429,1,P,컬러는 생각보다 핑크끼가 많이 돕니다그래도 만족해요,마음에 들어요,배송도 빠르고 아주 아주 좋습니다제품도 맘에 들어요감사합니다,지속력은 조금 약한 것 같으나 색깔 이뻐요,선물도 했는데 받은 분들이 다들 좋아하셔서 좋았어요,,,,,
N,P05,S04,22906796429,0,N,색이,좋아,입술,구매했,색도,2.05,2.01,1.47,1.44,1.28
N,P05,S04,22906796429,1,N,색도 마음에 들고 쿠폰과 적립금 등 저렴한 가격에  아주 잘 샀습니다데일리로 너무 잘 쓰고 있어요,배송짱이네요,친구 생일선물 해줬어요,유지력 발색은 정말좋은대 좀 답답해요,세일할때 저렴하게 잘 구매했어요,,,,,
N,P07,S01,14942798064,0,P,레노덤,만족,챙겨,재구매,커버,10.25,4.8,4.42,4.26,3.58
N,P07,S01,14942798064,1,P,극찬한 비비팩트 피부가 좀 정상화되고 다시 써보려구요,지인 소개로 샀는데 들뜨지도 않고 커버력도 자연스럽고 은은한 물광도 나서 너무 좋아요,제가 쓰던거보단 좀 어둡지만 피부표현이 더 잘될거 같아요,레노덤비비 항상 쓰는제품인데 다 떨어져서 또 구매했어요,전 보통 21호인데 그렇게 어둡다 생각은 안되더라구요,,,,,
N,P07,S01,14942798064,0,N,레노덤,촉촉해요,좋은데,물광,발림성,4.0,2.08,2.03,1.62,1.4
N,P07,S01,14942798064,1,N,일년째 이것만 쓰고 있네요,레노덤쿠션을 접한지 2년되가요리필이없고 가격이 싼편이아니라 중간중간 다른쿠션을 사서 쓰고했었는데 결국 레노덤으로제가 두껍게 발리는걸 별로안좋아하는데 레노덤은 얇게 잘발려 좋아요,귀찮아서 수정화장은 안하지만 엄청난 커버와 지속력은 모르겟어요,늘 사용합니다,이거말곤 못쓰겠어요,,,,,
N,P07,S01,13934108320,0,P,발림성,비비,커버,촉촉하고,만족,3.01,2.73,2.6,2.39,2.28
N,P07,S01,13934108320,1,P,커버력은 조금 아쉽지만 유지력이 좋네요,잘발리고 커버력이 좋아요,만족합니다작년에 BB크림을 바꾸면서 검색을 많이 해봤는데검색중에 추천받고 구매해보았는데요,너무 좋습니다,요즘 핫하다는 평이 많아서 구매했는데 건성인 제 피부에는 좋네요,,,,,
N,P07,S01,13934108320,0,N,커버력,좋아,생각보다,지속,베이지,1.89,1.72,1.38,0.99,0.8
N,P07,S01,13934108320,1,N,포장곽 열자마자 사진처럼군데군데 비비크림이 묻어있네요,2년 넘게 쓰는 제품입니다 가격이 계속 올라 아쉽긴 합니다,2호 전체 베이스 1호로 티존 물퍼프로 톡톡 두드리고 컨실러로 지저분한 곳만 톡톡  완벽머이컵,한번  그런데  커버력은 진짜 조금 떨어지긴해요,지금 할인가격이면 엄청 싼거드라구용원래는 2만6천원인지 양에비해 비싸던데,,,,,
N,P09,S18,14137176348,0,P,좋습니다,분사력도,뿌리,만족,스프레이,3.28,2.38,2.16,1.87,1.84
N,P09,S18,14137176348,1,P,이거 쓰고나서 다른 제품을 못쓰겠어요,선물용으로산거라직접사용은못해봤지만받으신분이너무만족스럽다고하시네요그리고배송이엄청빨라요감사합니다,눈에 보이는 효과는 없어서 잘 모르겠지만시원해요,가볍고 백탁현상없어요,남자친구 살 타서 선물해줬는데 좋다고 매일 바르고 있어요,,,,,
N,P09,S18,14137176348,0,N,뿌리,얼굴에,분사력,뿌려,스프레이,2.57,2.01,1.41,1.29,1.14
N,P09,S18,14137176348,1,N,냄새랑 흡수되는 정도는 괜찮아요,뭐가 나와야 발림성 지속력을 알텐데아무리 흔들어서 해도 가스만 나옵니다,분사력 좋고 뭉침없이 여행가서 쓰기 좋아요,방콕 여행가서 막뿌리려고 샀어요,뿌린 부분만 안 탈 정도니 꼼곰히 뿌리시길,,,,,
N,P02,S25,10156653112,0,P,좋습니다,만족,저렴하게,랩시리즈,촉촉하고,10.09,7.47,3.99,3.06,2.82
N,P02,S25,10156653112,1,P,와생각치도 못했는데 너무 감사합니다항상 쓰는상품 구냥 주문한건데 샘플보고 선물받은 기분들어서 너무 기분좋아요번창하시고 이제 여기서만 살꺼에용,최애 스킨입니다,만독합니다,다른 브랜드도 써봤는데 이 제품이 제일 좋다고 하네요,제품 최저가로 구매했고 배송도 빨랐습니다,,,,,
N,P02,S25,10156653112,0,N,순하고,랩시리즈,남자,피부에,사용하,2.26,1.48,1.39,1.25,1.12
N,P02,S25,10156653112,1,N,딴거랑 착각 했네요,향좋고 끈적임 없습니다,건성이라 보습에 신경많이 쓰는데 이 제품 쓰고나서부터는 그런 걱정안해요,스킨은 원래 바를때 살짝 따갑고 그런건줄 알았는데이거 처음,순하고 향도 강하지 않아서 괜찮아요,,,,,
N,P10,S02,10153242787,0,P,좋습니다,순하고,촉촉하고,만족,순해서,6.49,6.31,5.27,4.76,3.46
N,P10,S02,10153242787,1,P,로션이라서 끈적임도 덜하고 수분보습 다 잡아줌 마스크팩이랑 샘플까지 듬뿍 받아서 넘 좋아요,다른데보다 저렴하게 구매했습니다,판매자님이 항상 최근일자로 제조된 상품으로 출고해줍니다,잘 쓰고 있어요,좋습니다,,,,,
N,P10,S02,10153242787,0,N,순하고,트러블,순해요,만족합니다,촉촉하고,7.83,2.7,1.8,1.7,1.67
N,P10,S02,10153242787,1,N,재구매했어요,생각보다 많이 별로네요,자극없고 예민한피부에따갑지않아오,순해서 자극도없고 유분끼보단 촉촉함이 강해서 매번구매중입니다,더 써봐야 알겠지만요,,,,,
N,P02,S25,15557524473,0,P,향도,만족,좋습니다,촉촉하고,재구매,6.84,5.99,5.79,4.41,3.72
N,P02,S25,15557524473,1,P,주문해서 사용해봤는데 너무 만족합니다은은한향에 끈적임도 없고 바르고나면 뽀송뽀송해지는 느낌이네요,효과가 있기를 바랄게요,남편쓰라구 선물했는데 잘 사용하네요,두번째 구매에요,최고네요,,,,,
N,P02,S25,15557524473,0,N,촉촉하고,향도,올인원이라,모르겠,좋아서,2.04,1.98,1.9,1.57,1.34
N,P02,S25,15557524473,1,N,별로에요,피부 자극은 아직 모르겠어요,촉촉하고 냄새좋고지금까지 완전만족입니다왜 이제삿을까 후회되요너무좋아요,배우자가 냄새가 진하다고 하네요사용기한아 박스에는 안나와있고 개봉하면 반품 교환불가네요,두번째 구매네요지난번에도 31사서 4개나 있었는데 다 썼다며 놀라워하던 남편  또 시켜달래서 시켰어요,,,,,
N,P04,S43,15558155637,0,P,향이,유자,촉촉,피부가,바르고,12.09,12.05,10.53,10.03,9.3
